method,json
<Etsy.WelcomeTest: void testSignIn()>,"[{""id_or_xpath"": ""NONE"", ""action"": ""click""}, {""id_or_xpath"": ""NONE"", ""action"": ""click""}, {""id_or_xpath"": ""com.contextlogic.wish:id/sign_in_fragment_email_text"", ""input"": ""aaa"", ""action"": ""sendKeys""}, {""id_or_xpath"": ""com.contextlogic.wish:id/sign_in_fragment_password_text"", ""input"": ""bbb"", ""action"": ""sendKeys""}, {""id_or_xpath"": ""com.contextlogic.wish:id/sign_in_fragment_sign_in_button"", ""action"": ""click""}]"
<Etsy.WelcomeTest: void testSignIn()>,"[{""id_or_xpath"": ""NONE"", ""action"": ""click""}, {""id_or_xpath"": ""NONE"", ""action"": ""click""}, {""id_or_xpath"": ""com.contextlogic.wish:id/sign_in_fragment_email_text"", ""input"": ""aaa"", ""action"": ""sendKeys""}, {""id_or_xpath"": ""com.contextlogic.wish:id/sign_in_fragment_password_text"", ""input"": ""bbb"", ""action"": ""sendKeys""}, {""id_or_xpath"": ""com.contextlogic.wish:id/sign_in_fragment_sign_in_button"", ""action"": ""click""}]"
<Etsy.WelcomeTest: void testSignIn()>,"[{""id_or_xpath"": ""NONE"", ""action"": ""click""}, {""id_or_xpath"": ""NONE"", ""action"": ""click""}, {""id_or_xpath"": ""com.contextlogic.wish:id/sign_in_fragment_email_text"", ""input"": ""aaa"", ""action"": ""sendKeys""}, {""id_or_xpath"": ""com.contextlogic.wish:id/sign_in_fragment_password_text"", ""input"": ""bbb"", ""action"": ""sendKeys""}, {""id_or_xpath"": ""com.contextlogic.wish:id/sign_in_fragment_sign_in_button"", ""action"": ""click""}]"
